STITCH ID STEREO,MEDRA TERM UMLS CONCEPT ID,se_count
CID000040632,"['C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0162830', 'C0221201', 'C0231528', 'C0042029', 'C0027497', 'C0232487', 'C0015230', 'C0234913', 'C0015672', 'C0013404', 'C0151908', 'C0038814', 'C0010200', 'C0011603', 'C0043096', 'C0267792', 'C0600142', 'C0311468', 'C0151904', 'C0033771', 'C0151905', 'C0232462', 'C0004936', 'C0009450', 'C0017168', 'C2830004', 'C0004093', 'C0042963', 'C0948594', 'C0017152', 'C0041834', 'C0232492', 'C0003862', 'C0917801', 'C0009806', 'C0009782', 'C0151662', 'C0000731', 'C0037274', 'C0013378', 'C0236075', 'C0041912', 'C0027765', 'C0042373', 'C0013395', 'C0012833', 'C0018681', 'C0239134', 'C1384353', 'C0162429', 'C0025061', 'C0017178', 'C0476281', 'C0033774']",58
CID000040692,"['C0085605', 'C1260922', 'C0027497', 'C0344232', 'C0575090', 'C0009421', 'C0013404', 'C0009676', 'C0520966', 'C0267792', 'C0014544', 'C0002170', 'C0027813', 'C0151313', 'C0232462', 'C2047937', 'C0004093', 'C0030554', 'C0151786', 'C0003469', 'C0233794', 'C0022107', 'C0234458', 'C0016382', 'C0042373', 'C0023530', 'C0020517', 'C1384666', 'C0032961', 'C0013220', 'C0015967', 'C0086769', 'C0687713', 'C0000737', 'C0011991', 'C0239571', 'C0231528', 'C0085593', 'C0340464', 'C0040264', 'C0042571', 'C0011603', 'C0004936', 'C2830004', 'C1443060', 'C0041657', 'C0038325', 'C0005758', 'C0011053', 'C0031117', 'C0687133', 'C0744727', 'C0037274', 'C0033975', 'C1262141', 'C0233472', 'C0851578', 'C0018681', 'C0231218', 'C1456784', 'C0025061', 'C0037763', 'C0019054', 'C0006147', 'C0039070', 'C0001824', 'C0007222', 'C0039231', 'C0030252', 'C0004245', 'C0085633', 'C0521839', 'C0035078', 'C0036974', 'C0002874', 'C0085631', 'C0853348', 'C0237314', 'C0428977', 'C0233459', 'C0036341', 'C0085932', 'C0032285', 'C0852733', 'C0029132', 'C0009782', 'C0085584', 'C0027765', 'C0600228', 'C0036572', 'C0013395', 'C0003467', 'C0008031', 'C0162429', 'C0023518', 'C0017178', 'C0013604', 'C0424000', 'C0018524', 'C0002792', 'C0015230', 'C0264886', 'C0015672', 'C0020538', 'C0086543', 'C2939465', 'C0001807', 'C0040034', 'C0026857', 'C0042963', 'C0948594', 'C0023895', 'C0014742', 'C0041834', 'C0042109', 'C0003862', 'C0035309', 'C0917801', 'C0015397', 'C0234215', 'C0035204', 'C0004134', 'C3665347', 'C0012833', 'C0018799', 'C0020458', 'C0020649', 'C0040822', 'C0033774', 'C0235025', 'C0151763']",131
CID000040703,"['C0042571', 'C0009806', 'C0011991', 'C0018681', 'C0002792', 'C0020517', 'C0027497', 'C2830004', 'C0002994', 'C0232492', 'C0013395', 'C0011615']",12
CID000040973,"['C0687713', 'C0000737', 'C0011991', 'C0043094', 'C0027497', 'C0023903', 'C0227791', 'C0015230', 'C0085633', 'C0021053', 'C0020538', 'C0086543', 'C0025218', 'C0006145', 'C0011603', 'C0024902', 'C0043096', 'C0262397', 'C0002170', 'C0004936', 'C0149741', 'C0042963', 'C0042109', 'C0014742', 'C0855242', 'C0019572', 'C2225524', 'C0221717', 'C0015397', 'C0037274', 'C0268000', 'C0027765', 'C0006142', 'C0149931', 'C0011124', 'C0233472', 'C0344315', 'C0018681', 'C0020517', 'C0027651', 'C0021177', 'C0162429', 'C0017178', 'C0014743']",44
CID000040976,"['C0027497', 'C0151828', 'C0019080', 'C0010399', 'C0543467', 'C0002170', 'C0232462', 'C0149741', 'C0004093', 'C0855242', 'C0030554', 'C0151825', 'C0151603', 'C0009806', 'C0011570', 'C0031350', 'C0149931', 'C0178421', 'C0020517', 'C0042267', 'C0015967', 'C0235660', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0227791', 'C0038999', 'C0035455', 'C0025218', 'C0018944', 'C0011603', 'C0497247', 'C0004936', 'C2830004', 'C0017152', 'C2225524', 'C0236075', 'C0041912', 'C0006142', 'C0004604', 'C0233472', 'C0233494', 'C0018681', 'C0027651', 'C0020555', 'C0476427', 'C0002994', 'C0037763', 'C0000833', 'C0702166', 'C0036508', 'C0029927', 'C0004096', 'C0232461', 'C0023903', 'C0085633', 'C0521839', 'C0032987', 'C0043096', 'C0029882', 'C0013395', 'C0003467', 'C0151735', 'C0019243', 'C0013604', 'C0013390', 'C0043094', 'C0030193', 'C0015230', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C0010200', 'C0520587', 'C0024902', 'C0600142', 'C0016059', 'C0042963', 'C0948594', 'C0042109', 'C0041834', 'C0003862', 'C0917801', 'C0027769', 'C0549622', 'C0268000', 'C3665347', 'C0404521', 'C0011124', 'C0013428', 'C0009938', 'C0012833', 'C0033774', 'C0033777', 'C0033046', 'C0042345']",99
CID000041684,"['C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0039231', 'C0232461', 'C0013456', 'C0027497', 'C0030193', 'C0015230', 'C0013604', 'C0035455', 'C0085593', 'C0036974', 'C0020538', 'C0558489', 'C0011603', 'C0151905', 'C0232462', 'C0009450', 'C2047937', 'C2830004', 'C0004093', 'C0042963', 'C1443060', 'C0948594', 'C0041657', 'C0541832', 'C0030794', 'C0917801', 'C0020580', 'C0014591', 'C0009806', 'C0025874', 'C0235431', 'C0024115', 'C0234215', 'C0031350', 'C0002453', 'C0004604', 'C0013395', 'C0043352', 'C0013428', 'C0039971', 'C0012833', 'C0018681', 'C0020517', 'C0231218', 'C0021400', 'C0023518', 'C0037763', 'C0040822', 'C0033774', 'C0015967', 'C0002871', 'C0039070']",57
CID000041693,"['C0003578', 'C0003811', 'C0041969', 'C0039231', 'C0027497', 'C0002792', 'C0085593', 'C0015230', 'C0151828', 'C0020538', 'C0009676', 'C0042075', 'C0018790', 'C0011603', 'C0006266', 'C0428977', 'C2830004', 'C0026205', 'C1443060', 'C0042963', 'C0041834', 'C0080274', 'C0235546', 'C0042024', 'C0023066', 'C0235146', 'C0026837', 'C0235063', 'C0012833', 'C0018681', 'C0020517', 'C0020649', 'C0033774', 'C0015967', 'C0855775']",35
CID000041744,"['C0016204', 'C0151830', 'C0687713', 'C0000737', 'C0011991', 'C0085606', 'C0231528', 'C0042029', 'C0027497', 'C0015230', 'C0028734', 'C0151539', 'C0034886', 'C0011603', 'C2242737', 'C0020456', 'C0041976', 'C0403632', 'C2047937', 'C0004093', 'C0010692', 'C0042963', 'C1443060', 'C0948594', 'C0232726', 'C0080274', 'C0232849', 'C0030794', 'C0042023', 'C2364111', 'C1142412', 'C0032285', 'C0853813', 'C0022107', 'C1328337', 'C0042024', 'C0234215', 'C0004604', 'C0013428', 'C0008031', 'C0012833', 'C0018681', 'C0231218', 'C0426390', 'C0085649', 'C0018965', 'C0033774', 'C0015967', 'C0152030', 'C0002871']",50
CID000041774,"['C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0267596', 'C0239571', 'C0027497', 'C0086565', 'C0015230', 'C0021053', 'C0302809', 'C0011603', 'C0040034', 'C0267792', 'C0151766', 'C0021845', 'C0042963', 'C0023895', 'C0042109', 'C0041834', 'C2242588', 'C0009806', 'C0919671', 'C0021843', 'C0042373', 'C0013395', 'C0020517', 'C0019158', 'C0017178', 'C0022346', 'C1258215', 'C0013604', 'C0151763', 'C0160390']",34
CID000041781,"['C0740394', 'C0014518', 'C0267596', 'C0003864', 'C0011991', 'C0231528', 'C0027497', 'C0030193', 'C0015230', 'C0035455', 'C0518015', 'C0019080', 'C0036974', 'C0010200', 'C0242350', 'C0011603', 'C0040034', 'C0020456', 'C0020621', 'C0004093', 'C0042963', 'C0948594', 'C3160741', 'C0014742', 'C0041657', 'C0003862', 'C0917801', 'C0038325', 'C0009806', 'C0027769', 'C0546884', 'C0030305', 'C0004238', 'C0020625', 'C2363730', 'C2363731', 'C0011175', 'C0013395', 'C0023530', 'C0008031', 'C0042514', 'C0239293', 'C0039971', 'C0017181', 'C0018099', 'C0012833', 'C0018681', 'C0233494', 'C0235416', 'C0020649', 'C0002994', 'C0013604', 'C0039070']",53
CID000041867,"['C0038362', 'C0027497', 'C0027947', 'C0019080', 'C0042769', 'C0013404', 'C0006384', 'C0009676', 'C0023380', 'C0002170', 'C0232462', 'C2047937', 'C0004093', 'C0030554', 'C0039239', 'C0041364', 'C0016382', 'C0011175', 'C0549124', 'C0042373', 'C0023530', 'C0042514', 'C0438717', 'C0026766', 'C0017181', 'C0020517', 'C0030312', 'C0162834', 'C0018801', 'C0015967', 'C0002871', 'C0031039', 'C0740394', 'C0687713', 'C0000737', 'C0011991', 'C0013922', 'C0041956', 'C0041969', 'C0085593', 'C0520887', 'C0743400', 'C0007642', 'C0021053', 'C0011603', 'C0023449', 'C0577822', 'C1443060', 'C0005758', 'C0438173', 'C0853813', 'C0151799', 'C0009763', 'C0080203', 'C0004509', 'C0037274', 'C0236075', 'C0032584', 'C0015376', 'C0014868', 'C1287298', 'C0001125', 'C0340726', 'C0231218', 'C0403639', 'C0025061', 'C0086565', 'C0041582', 'C0001824', 'C0003811', 'C0039231', 'C0004245', 'C0152021', 'C0022568', 'C0036974', 'C0002874', 'C0010709', 'C0876994', 'C0237849', 'C0022660', 'C0428977', 'C0034065', 'C0009450', 'C0151636', 'C0042023', 'C0085932', 'C0032285', 'C0018802', 'C0853149', 'C0085624', 'C0235437', 'C0013395', 'C0003962', 'C0034063', 'C0151735', 'C1384353', 'C0031542', 'C0235416', 'C0162429', 'C0017178', 'C0040046', 'C0018800', 'C0243026', 'C0027540', 'C0878544', 'C0162830', 'C0002792', 'C0030193', 'C0015230', 'C0032227', 'C0518015', 'C0015672', 'C0042075', 'C0006145', 'C0040034', 'C0600142', 'C0242973', 'C0027059', 'C0042963', 'C0042109', 'C1262013', 'C0041834', 'C0019209', 'C0015397', 'C0026986', 'C0234215', 'C0002453', 'C0746883', 'C0333355', 'C0036983', 'C0012833', 'C0018799', 'C0003460', 'C0031046', 'C0033774', 'C0023418']",136
CID000042113,"['C0020461', 'C0085605', 'C0027497', 'C0019080', 'C0013404', 'C0522055', 'C0267792', 'C0311468', 'C0162297', 'C0520888', 'C2047937', 'C0004093', 'C0151798', 'C0005940', 'C0023066', 'C0031350', 'C0042373', 'C0037036', 'C0149931', 'C0231835', 'C1145670', 'C0014236', 'C0438717', 'C1761613', 'C0022346', 'C0015967', 'C0155003', 'C0003578', 'C0687713', 'C0000737', 'C0239571', 'C0231528', 'C0860713', 'C0340464', 'C0235266', 'C0027051', 'C0151904', 'C0004936', 'C1443060', 'C0009763', 'C0080203', 'C0001339', 'C0010043', 'C0220981', 'C0018681', 'C0231218', 'C0242184', 'C0025061', 'C0475746', 'C0020440', 'C0086565', 'C0151827', 'C0241057', 'C0003811', 'C0004096', 'C0039231', 'C0030252', 'C0035078', 'C0022568', 'C0036974', 'C0264893', 'C0085631', 'C0151744', 'C0018790', 'C0006266', 'C0020621', 'C0428977', 'C0151766', 'C0151905', 'C0009450', 'C0151636', 'C0948089', 'C0234632', 'C0235431', 'C0085584', 'C0004238', 'C0040479', 'C0027765', 'C0036572', 'C0476273', 'C0235063', 'C1384353', 'C0015395', 'C0235744', 'C0746961', 'C0162429', 'C0017178', 'C0035410', 'C0546817', 'C0518015', 'C0005779', 'C0015672', 'C0020538', 'C0010200', 'C0020540', 'C0042963', 'C0023895', 'C0042109', 'C0041834', 'C0948594', 'C1141938', 'C1142412', 'C0015397', 'C0155169', 'C0019079', 'C0234215', 'C0026837', 'C0012833', 'C0018799', 'C0019158', 'C0020649', 'C0010520', 'C0033774', 'C0151763', 'C0855775', 'C0008370']",116
CID000042395,"['C0152459', 'C0030193', 'C0015230', 'C0011616', 'C0013595', 'C0151505', 'C0026113', 'C0151908', 'C0026946', 'C0271738', 'C0039446', 'C0011603', 'C0009450', 'C0016436', 'C0041834', 'C0333641', 'C0020555', 'C0151514', 'C0234894', 'C0017178', 'C0423791', 'C0033774', 'C0151686', 'C0152030', 'C0241057', 'C0162835']",26
CID000042593,"['C0014356', 'C0687713', 'C0000737', 'C0003811', 'C0011991', 'C0546817', 'C0392196', 'C0027497', 'C0015230', 'C0518015', 'C0019080', 'C0027051', 'C0011603', 'C0002170', 'C0009450', 'C0042963', 'C0042109', 'C0497365', 'C0948089', 'C0853813', 'C0018802', 'C0243065', 'C0004238', 'C0036572', 'C0333355', 'C0008031', 'C0018681', 'C0020517', 'C0030312', 'C0015967', 'C0002871', 'C0243026']",32
CID000042890,"['C0038362', 'C0027497', 'C0027947', 'C0019080', 'C0006384', 'C0002170', 'C0232462', 'C0039239', 'C0400823', 'C0243065', 'C0016382', 'C0011175', 'C0042373', 'C0023530', 'C0020517', 'C0030312', 'C0162834', 'C0015967', 'C0002871', 'C0740394', 'C0687713', 'C0000737', 'C0011991', 'C0013922', 'C0041969', 'C0392196', 'C0085593', 'C0021053', 'C0027051', 'C0009319', 'C0011603', 'C0853813', 'C0080203', 'C0037274', 'C0236075', 'C0015376', 'C0014868', 'C0018681', 'C0027651', 'C0340726', 'C0086565', 'C0024305', 'C0041582', 'C0014356', 'C0003811', 'C0004245', 'C0036974', 'C0876994', 'C0009450', 'C0024299', 'C0948089', 'C0018802', 'C0004238', 'C0085624', 'C0036572', 'C0008031', 'C0549410', 'C0031542', 'C0235416', 'C0262385', 'C0162429', 'C0040046', 'C0243026', 'C0027540', 'C0878544', 'C0546817', 'C0002792', 'C0015230', 'C0034530', 'C0518015', 'C0042075', 'C0040034', 'C0600142', 'C0027059', 'C0042963', 'C0042109', 'C0497365', 'C1262013', 'C1142499', 'C0026986', 'C0746883', 'C0333355', 'C0036983', 'C0031046', 'C0023418']",85
CID000043232,"['C0016204', 'C0010037', 'C0011991', 'C0041969', 'C0231528', 'C0038362', 'C0039231', 'C0006277', 'C0027497', 'C0002792', 'C0030193', 'C0015230', 'C0030252', 'C0035455', 'C0042029', 'C0518015', 'C0019080', 'C0021053', 'C0344232', 'C0521839', 'C0236072', 'C0013404', 'C0037199', 'C0010200', 'C0042075', 'C0017601', 'C0011603', 'C0006266', 'C0236065', 'C0026961', 'C0042963', 'C0042109', 'C0948594', 'C0080274', 'C0024117', 'C0027424', 'C0014591', 'C0009806', 'C0234708', 'C0015397', 'C0231919', 'C0031117', 'C0039240', 'C0013378', 'C0004238', 'C0037274', 'C0854121', 'C0023066', 'C0031350', 'C0017605', 'C0027765', 'C0041912', 'C0004604', 'C0013395', 'C0043352', 'C0858259', 'C1761613', 'C0236024', 'C0152198', 'C0235234', 'C0012833', 'C0018681', 'C0018799', 'C0020517', 'C0422974', 'C0020649', 'C0002994', 'C0017178', 'C0025061', 'C0033774', 'C0151827', 'C0700184']",72
CID000043672,"['C0038362', 'C0027497', 'C0027947', 'C0013595', 'C0019080', 'C0836924', 'C0311468', 'C0004093', 'C0151594', 'C0151786', 'C0005940', 'C0014591', 'C0009806', 'C0151662', 'C0016382', 'C0042373', 'C0023530', 'C0149871', 'C1368065', 'C0020517', 'C1257843', 'C0030312', 'C0022346', 'C0015967', 'C0002871', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0239571', 'C0231528', 'C0853761', 'C0085593', 'C0020433', 'C0021053', 'C0013491', 'C0018944', 'C0011603', 'C0151904', 'C0038826', 'C0038325', 'C0853813', 'C0041349', 'C0687133', 'C0037274', 'C0014457', 'C0018681', 'C0151872', 'C0595883', 'C0014518', 'C0001824', 'C0035078', 'C0036974', 'C0151539', 'C0020621', 'C0151905', 'C0852911', 'C0085932', 'C0026827', 'C0235431', 'C0027765', 'C0036572', 'C0013395', 'C0043352', 'C0151735', 'C1384353', 'C0031542', 'C0162429', 'C0002878', 'C0040046', 'C0013604', 'C0018524', 'C0034150', 'C0002792', 'C0030193', 'C0015230', 'C0149904', 'C0518015', 'C0015672', 'C0853777', 'C0042075', 'C0006840', 'C0040034', 'C0042963', 'C0948594', 'C0023895', 'C0014742', 'C0041834', 'C0042109', 'C0003862', 'C0332534', 'C0917801', 'C0151529', 'C0012833', 'C0019158', 'C0020458', 'C0020649', 'C0340865', 'C0033774', 'C0240671', 'C0151763']",101
CID000043815,"['C0020461', 'C0003431', 'C0013362', 'C0038362', 'C0006277', 'C0038450', 'C0011616', 'C0242350', 'C0039503', 'C0235086', 'C0026961', 'C2047937', 'C3160741', 'C0041105', 'C1527344', 'C0005940', 'C0014591', 'C0029261', 'C0018021', 'C0149931', 'C0031154', 'C0235567', 'C0018378', 'C0033036', 'C0017181', 'C0012569', 'C0020517', 'C0042267', 'C0013220', 'C0086769', 'C0019214', 'C0000737', 'C0006826', 'C0027066', 'C0020456', 'C0085096', 'C0151904', 'C0004936', 'C0040409', 'C0017152', 'C0232849', 'C0025874', 'C0235639', 'C0151888', 'C0031117', 'C0009763', 'C1510472', 'C0011206', 'C0231218', 'C0013298', 'C0013384', 'C0038358', 'C0702166', 'C0021141', 'C0041582', 'C0001824', 'C0003811', 'C0030252', 'C0152032', 'C0004245', 'C0036454', 'C0267940', 'C0034065', 'C0024236', 'C0085628', 'C0376358', 'C0151636', 'C0948089', 'C0028754', 'C0030305', 'C0004238', 'C0006325', 'C0014724', 'C0043352', 'C0008031', 'C0013781', 'C0018099', 'C0020877', 'C0027932', 'C1262144', 'C0243026', 'C0151729', 'C0043094', 'C0034150', 'C0002792', 'C0030193', 'C0002418', 'C0025345', 'C0010200', 'C0041976', 'C0549249', 'C0030920', 'C0005741', 'C0027121', 'C0041834', 'C0080274', 'C0035258', 'C0085681', 'C0015397', 'C0022408', 'C0033117', 'C0019079', 'C0004134', 'C0002453', 'C0522178', 'C0151529', 'C0001925', 'C0018926', 'C0152198', 'C0038587', 'C0438142', 'C0009946', 'C0024312', 'C0020458', 'C0025289', 'C0038435', 'C0018965', 'C0085636', 'C0042029', 'C0027497', 'C0013595', 'C0836924', 'C0013404', 'C0010399', 'C0234022', 'C0520966', 'C0027697', 'C0403632', 'C0151798', 'C0151786', 'C0019521', 'C0151511', 'C0020039', 'C0015371', 'C0020580', 'C0007166', 'C0003469', 'C0039239', 'C0233632', 'C0011570', 'C0021361', 'C0234458', 'C0040053', 'C0023066', 'C0016382', 'C0011175', 'C0085641', 'C0025222', 'C0037036', 'C0023530', 'C0917798', 'C0015967', 'C0522224', 'C0027849', 'C0227791', 'C0035455', 'C0030567', 'C0021053', 'C0042063', 'C2830004', 'C0235969', 'C0011168', 'C0085702', 'C0017565', 'C0242422', 'C0005758', 'C0005586', 'C2225524', 'C0011053', 'C0011253', 'C0085637', 'C0003537', 'C0001339', 'C0018681', 'C0027651', 'C1456784', 'C0021400', 'C0040485', 'C0025061', 'C0015734', 'C0020550', 'C0521591', 'C0007820', 'C1510410', 'C0011860', 'C0004096', 'C0038220', 'C0085633', 'C0022638', 'C0455204', 'C0022568', 'C0036974', 'C0264893', 'C0424295', 'C0151539', 'C0022660', 'C0428977', 'C1112442', 'C0002622', 'C0018802', 'C0853149', 'C0413252', 'C0040479', 'C0034067', 'C0016034', 'C0034063', 'C1269683', 'C0008350', 'C0023518', 'C0040046', 'C0392156', 'C0014743', 'C0029456', 'C0162830', 'C0017574', 'C0086543', 'C0006145', 'C0015732', 'C0038363', 'C0271899', 'C0236071', 'C0042963', 'C0038663', 'C0003862', 'C0020569', 'C0017566', 'C0027769', 'C0002884', 'C0039591', 'C0853193', 'C0013378', 'C0268000', 'C0439857', 'C0404521', 'C0011124', 'C0028077', 'C0086132', 'C0039621', 'C0012833', 'C0019158', 'C0020676', 'C0020649', 'C0020514', 'C0040822', 'C1609512', 'C0033774', 'C0042345', 'C0344232', 'C0036130', 'C0029878', 'C0006625', 'C0028734', 'C0009676', 'C0151907', 'C0428974', 'C0020542', 'C0037023', 'C0027813', 'C0948525', 'C0004093', 'C0156543', 'C0855242', 'C0019572', 'C0030554', 'C0151594', 'C0151603', 'C0013146', 'C0020615', 'C0043117', 'C0241934', 'C0019360', 'C1328337', 'C0151717', 'C0019112', 'C0860207', 'C0085649', 'C0233528', 'C0022346', 'C1258215', 'C3263723', 'C0002871', 'C0028738', 'C0235660', 'C0016204', 'C0014549', 'C0231528', 'C0085593', 'C0007642', 'C0020433', 'C0013491', 'C0340464', 'C0011603', 'C0151998', 'C0152128', 'C0085623', 'C0700361', 'C0010692', 'C1443060', 'C2364111', 'C0011849', 'C0038325', 'C0233414', 'C0026848', 'C0151611', 'C0004509', 'C1565489', 'C0032708', 'C0033975', 'C0004604', 'C0010043', 'C0014868', 'C0006142', 'C0233472', 'C0011551', 'C0851578', 'C0003873', 'C0006444', 'C0233494', 'C0000833', 'C0006147', 'C0687707', 'C0151827', 'C0036508', 'C0033575', 'C0029927', 'C0086439', 'C0232461', 'C0023510', 'C1321686', 'C0002874', 'C0043096', 'C0011630', 'C0020621', 'C0151766', 'C0151905', 'C0852911', 'C0042023', 'C0233565', 'C0032285', 'C0231530', 'C0009782', 'C0027796', 'C0392525', 'C0027765', 'C0013395', 'C0003467', 'C0007859', 'C0039971', 'C1458155', 'C0017178', 'C0042133', 'C0424000', 'C0018524', 'C0162316', 'C0002962', 'C0015230', 'C0001807', 'C0024902', 'C0040034', 'C0034069', 'C0948594', 'C0016655', 'C0030794', 'C0020437', 'C0020429', 'C0029134', 'C0151878', 'C0011606', 'C0039240', 'C0020625', 'C0234215', 'C0007867', 'C0024894', 'C0025202', 'C0038454', 'C0085605', 'C0497156', 'C0019080', 'C0702266', 'C0009421', 'C0006384', 'C0019270', 'C0023380', 'C0522055', 'C0267792', 'C0002170', 'C0232462', 'C0242301', 'C0542571', 'C0014130', 'C0020672', 'C0014848', 'C1112443', 'C0009806', 'C0151564', 'C0013447', 'C0235146', 'C0031350', 'C0017605', 'C0028084', 'C0014335', 'C0042373', 'C0033581', 'C0042514', 'C0034359', 'C0438717', 'C1368065', 'C0011334', 'C0030312', 'C0233523', 'C0042035', 'C0026826', 'C0699828', 'C0687713', 'C0085583', 'C0011991', 'C0003079', 'C0085606', 'C0267596', 'C0017675', 'C0042376', 'C1167965', 'C0030232', 'C0023067', 'C0027051', 'C0009319', 'C0040264', 'C0017411', 'C0018944', 'C0019348', 'C0042571', 'C0043387', 'C0019087', 'C0017168', 'C0016658', 'C0028961', 'C1306341', 'C0151889', 'C0027441', 'C0041657', 'C0149745', 'C0025323', 'C2979982', 'C0338831', 'C0037274', 'C0014457', 'C0085576', 'C0039520', 'C0021843', 'C0040460', 'C0015402', 'C0575081', 'C0021177', 'C0002994', 'C0037763', 'C0040435', 'C0013456', 'C0086565', 'C0039070', 'C0014518', 'C0039231', 'C0026650', 'C0034880', 'C0151610', 'C0085631', 'C0151908', 'C0151596', 'C0029928', 'C0151744', 'C0017601', 'C0020620', 'C0558489', 'C0026975', 'C0022658', 'C0009450', 'C0032617', 'C0151601', 'C0085932', 'C0151622', 'C0029882', 'C0042024', 'C0151571', 'C1527311', 'C0036572', 'C0233407', 'C0031542', 'C0029408', 'C0162429', 'C0423791', 'C0002878', 'C0020651', 'C0024282', 'C0234047', 'C0013604', 'C0002390', 'C0015300', 'C0020453', 'C0424109', 'C0003864', 'C0013390', 'C0040147', 'C0020598', 'C0020578', 'C0037299', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C0020443', 'C0006840', 'C0042510', 'C0042109', 'C0577559', 'C0014742', 'C0917801', 'C1142412', 'C0014534', 'C0549622', 'C1320474', 'C0035317', 'C3665347', 'C0700345', 'C0013428', 'C0877322', 'C0034152', 'C0018799', 'C0340865', 'C0017160', 'C0085762']",529
CID000044093,"['C0020461', 'C0948586', 'C0038454', 'C0038362', 'C0027497', 'C0027947', 'C0344232', 'C0497156', 'C0013404', 'C0009676', 'C0242350', 'C0002170', 'C0027697', 'C0232462', 'C2047937', 'C0004093', 'C0151798', 'C0030554', 'C0151786', 'C0001122', 'C0027726', 'C0009806', 'C0546884', 'C0036830', 'C0016382', 'C0031350', 'C0030807', 'C0030312', 'C0022346', 'C0032961', 'C0015967', 'C0002871', 'C0160390', 'C0687713', 'C0000737', 'C0009917', 'C0011991', 'C0231528', 'C0017675', 'C0035455', 'C1167965', 'C0030232', 'C0497247', 'C0011603', 'C2830004', 'C0028961', 'C1443060', 'C0041657', 'C2364111', 'C0038325', 'C0005758', 'C0011849', 'C2981158', 'C0041349', 'C0687133', 'C0014457', 'C0701836', 'C0151632', 'C0023052', 'C0233494', 'C0018418', 'C0018681', 'C0042384', 'C0231218', 'C0002994', 'C0013274', 'C0039070', 'C0041582', 'C0001824', 'C0039231', 'C0030252', 'C0030805', 'C0034068', 'C0035078', 'C0036974', 'C0235351', 'C0022660', 'C0018790', 'C0043096', 'C0006266', 'C0034642', 'C0314719', 'C0032617', 'C1291078', 'C0042023', 'C2242588', 'C0085932', 'C0600260', 'C0030305', 'C0151480', 'C0013395', 'C0043352', 'C0008031', 'C0002878', 'C0020651', 'C0027540', 'C0018524', 'C0162830', 'C0002962', 'C0002792', 'C0015230', 'C0033687', 'C0015672', 'C0010200', 'C0040034', 'C0038363', 'C0022354', 'C0030920', 'C0015934', 'C0022661', 'C0042963', 'C0948594', 'C0014742', 'C0003862', 'C0917801', 'C0027769', 'C0011606', 'C0013378', 'C0020625', 'C0234215', 'C0004134', 'C0025958', 'C0012833', 'C0019158', 'C0003460', 'C0020649', 'C0340865', 'C0853760', 'C0033774', 'C0151763', 'C0008370']",131
